period,period_date,hospital,outcome,newrel_cases,diagnosis_type
2015Q4,2015-10-01,CS Abomey-Calavi,failed,2,bacteriologically_confirmed
2015Q4,2015-10-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2015Q4,2015-10-01,CS Abomey-Calavi,died,4,bacteriologically_confirmed
2015Q4,2015-10-01,CS Abomey-Calavi,lost,2,bacteriologically_confirmed
2015Q4,2015-10-01,CS Abomey-Calavi,completed,1,bacteriologically_confirmed
2015Q4,2015-10-01,CS Abomey-Calavi,cured,40,bacteriologically_confirmed
2015Q3,2015-07-01,CS Abomey-Calavi,failed,1,bacteriologically_confirmed
2015Q3,2015-07-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2015Q3,2015-07-01,CS Abomey-Calavi,died,5,bacteriologically_confirmed
2015Q3,2015-07-01,CS Abomey-Calavi,lost,2,bacteriologically_confirmed
2015Q3,2015-07-01,CS Abomey-Calavi,completed,3,bacteriologically_confirmed
2015Q3,2015-07-01,CS Abomey-Calavi,cured,43,bacteriologically_confirmed
2016Q1,2016-01-01,CS Abomey-Calavi,failed,0,bacteriologically_confirmed
2016Q1,2016-01-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2016Q1,2016-01-01,CS Abomey-Calavi,died,3,bacteriologically_confirmed
2016Q1,2016-01-01,CS Abomey-Calavi,lost,0,bacteriologically_confirmed
2016Q1,2016-01-01,CS Abomey-Calavi,completed,2,bacteriologically_confirmed
2016Q1,2016-01-01,CS Abomey-Calavi,cured,61,bacteriologically_confirmed
2015Q2,2015-04-01,CS Abomey-Calavi,failed,0,bacteriologically_confirmed
2015Q2,2015-04-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2015Q2,2015-04-01,CS Abomey-Calavi,died,5,bacteriologically_confirmed
2015Q2,2015-04-01,CS Abomey-Calavi,lost,1,bacteriologically_confirmed
2015Q2,2015-04-01,CS Abomey-Calavi,completed,2,bacteriologically_confirmed
2015Q2,2015-04-01,CS Abomey-Calavi,cured,48,bacteriologically_confirmed
2015Q1,2015-01-01,CS Abomey-Calavi,failed,0,bacteriologically_confirmed
2015Q1,2015-01-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2015Q1,2015-01-01,CS Abomey-Calavi,died,1,bacteriologically_confirmed
2015Q1,2015-01-01,CS Abomey-Calavi,lost,2,bacteriologically_confirmed
2015Q1,2015-01-01,CS Abomey-Calavi,completed,1,bacteriologically_confirmed
2015Q1,2015-01-01,CS Abomey-Calavi,cured,42,bacteriologically_confirmed
2016Q4,2016-10-01,CS Abomey-Calavi,failed,0,bacteriologically_confirmed
2016Q4,2016-10-01,CS Abomey-Calavi,unevaluated,1,bacteriologically_confirmed
2016Q4,2016-10-01,CS Abomey-Calavi,died,0,bacteriologically_confirmed
2016Q4,2016-10-01,CS Abomey-Calavi,lost,10,bacteriologically_confirmed
2016Q4,2016-10-01,CS Abomey-Calavi,completed,11,bacteriologically_confirmed
2016Q4,2016-10-01,CS Abomey-Calavi,cured,35,bacteriologically_confirmed
2016Q2,2016-04-01,CS Abomey-Calavi,failed,0,bacteriologically_confirmed
2016Q2,2016-04-01,CS Abomey-Calavi,unevaluated,1,bacteriologically_confirmed
2016Q2,2016-04-01,CS Abomey-Calavi,died,1,bacteriologically_confirmed
2016Q2,2016-04-01,CS Abomey-Calavi,lost,0,bacteriologically_confirmed
2016Q2,2016-04-01,CS Abomey-Calavi,completed,0,bacteriologically_confirmed
2016Q2,2016-04-01,CS Abomey-Calavi,cured,48,bacteriologically_confirmed
2016Q3,2016-07-01,CS Abomey-Calavi,failed,3,bacteriologically_confirmed
2016Q3,2016-07-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2016Q3,2016-07-01,CS Abomey-Calavi,died,3,bacteriologically_confirmed
2016Q3,2016-07-01,CS Abomey-Calavi,lost,1,bacteriologically_confirmed
2016Q3,2016-07-01,CS Abomey-Calavi,completed,4,bacteriologically_confirmed
2016Q3,2016-07-01,CS Abomey-Calavi,cured,54,bacteriologically_confirmed
2017Q1,2017-01-01,CS Abomey-Calavi,failed,0,bacteriologically_confirmed
2017Q1,2017-01-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2017Q1,2017-01-01,CS Abomey-Calavi,died,4,bacteriologically_confirmed
2017Q1,2017-01-01,CS Abomey-Calavi,lost,6,bacteriologically_confirmed
2017Q1,2017-01-01,CS Abomey-Calavi,completed,14,bacteriologically_confirmed
2017Q1,2017-01-01,CS Abomey-Calavi,cured,36,bacteriologically_confirmed
2017Q4,2017-10-01,CS Abomey-Calavi,failed,2,bacteriologically_confirmed
2017Q4,2017-10-01,CS Abomey-Calavi,unevaluated,2,bacteriologically_confirmed
2017Q4,2017-10-01,CS Abomey-Calavi,died,6,bacteriologically_confirmed
2017Q4,2017-10-01,CS Abomey-Calavi,lost,4,bacteriologically_confirmed
2017Q4,2017-10-01,CS Abomey-Calavi,completed,7,bacteriologically_confirmed
2017Q4,2017-10-01,CS Abomey-Calavi,cured,35,bacteriologically_confirmed
2017Q2,2017-04-01,CS Abomey-Calavi,failed,1,bacteriologically_confirmed
2017Q2,2017-04-01,CS Abomey-Calavi,unevaluated,1,bacteriologically_confirmed
2017Q2,2017-04-01,CS Abomey-Calavi,died,3,bacteriologically_confirmed
2017Q2,2017-04-01,CS Abomey-Calavi,lost,5,bacteriologically_confirmed
2017Q2,2017-04-01,CS Abomey-Calavi,completed,10,bacteriologically_confirmed
2017Q2,2017-04-01,CS Abomey-Calavi,cured,45,bacteriologically_confirmed
2017Q3,2017-07-01,CS Abomey-Calavi,failed,2,bacteriologically_confirmed
2017Q3,2017-07-01,CS Abomey-Calavi,unevaluated,0,bacteriologically_confirmed
2017Q3,2017-07-01,CS Abomey-Calavi,died,1,bacteriologically_confirmed
2017Q3,2017-07-01,CS Abomey-Calavi,lost,7,bacteriologically_confirmed
2017Q3,2017-07-01,CS Abomey-Calavi,completed,8,bacteriologically_confirmed
2017Q3,2017-07-01,CS Abomey-Calavi,cured,29,bacteriologically_confirmed
2015Q4,2015-10-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2015Q4,2015-10-01,CS Abomey-Calavi,died,1,clinically_diagnosed
2015Q4,2015-10-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2015Q4,2015-10-01,CS Abomey-Calavi,completed,9,clinically_diagnosed
2015Q3,2015-07-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2015Q3,2015-07-01,CS Abomey-Calavi,died,1,clinically_diagnosed
2015Q3,2015-07-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2015Q3,2015-07-01,CS Abomey-Calavi,completed,4,clinically_diagnosed
2016Q1,2016-01-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2016Q1,2016-01-01,CS Abomey-Calavi,died,0,clinically_diagnosed
2016Q1,2016-01-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2016Q1,2016-01-01,CS Abomey-Calavi,completed,11,clinically_diagnosed
2015Q2,2015-04-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2015Q2,2015-04-01,CS Abomey-Calavi,died,0,clinically_diagnosed
2015Q2,2015-04-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2015Q2,2015-04-01,CS Abomey-Calavi,completed,4,clinically_diagnosed
2015Q1,2015-01-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2015Q1,2015-01-01,CS Abomey-Calavi,died,0,clinically_diagnosed
2015Q1,2015-01-01,CS Abomey-Calavi,lost,1,clinically_diagnosed
2015Q1,2015-01-01,CS Abomey-Calavi,completed,7,clinically_diagnosed
2016Q4,2016-10-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2016Q4,2016-10-01,CS Abomey-Calavi,died,0,clinically_diagnosed
2016Q4,2016-10-01,CS Abomey-Calavi,lost,10,clinically_diagnosed
2016Q4,2016-10-01,CS Abomey-Calavi,completed,1,clinically_diagnosed
2016Q2,2016-04-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2016Q2,2016-04-01,CS Abomey-Calavi,died,1,clinically_diagnosed
2016Q2,2016-04-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2016Q2,2016-04-01,CS Abomey-Calavi,completed,14,clinically_diagnosed
2016Q3,2016-07-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2016Q3,2016-07-01,CS Abomey-Calavi,died,0,clinically_diagnosed
2016Q3,2016-07-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2016Q3,2016-07-01,CS Abomey-Calavi,completed,14,clinically_diagnosed
2017Q1,2017-01-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2017Q1,2017-01-01,CS Abomey-Calavi,died,0,clinically_diagnosed
2017Q1,2017-01-01,CS Abomey-Calavi,lost,9,clinically_diagnosed
2017Q1,2017-01-01,CS Abomey-Calavi,completed,1,clinically_diagnosed
2017Q4,2017-10-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2017Q4,2017-10-01,CS Abomey-Calavi,died,1,clinically_diagnosed
2017Q4,2017-10-01,CS Abomey-Calavi,lost,0,clinically_diagnosed
2017Q4,2017-10-01,CS Abomey-Calavi,completed,6,clinically_diagnosed
2017Q2,2017-04-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2017Q2,2017-04-01,CS Abomey-Calavi,died,4,clinically_diagnosed
2017Q2,2017-04-01,CS Abomey-Calavi,lost,1,clinically_diagnosed
2017Q2,2017-04-01,CS Abomey-Calavi,completed,11,clinically_diagnosed
2017Q3,2017-07-01,CS Abomey-Calavi,unevaluated,0,clinically_diagnosed
2017Q3,2017-07-01,CS Abomey-Calavi,died,3,clinically_diagnosed
2017Q3,2017-07-01,CS Abomey-Calavi,lost,1,clinically_diagnosed
2017Q3,2017-07-01,CS Abomey-Calavi,completed,5,clinically_diagnosed
2015Q4,2015-10-01,Hopital Bethesda,failed,1,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital Bethesda,died,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital Bethesda,lost,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital Bethesda,cured,11,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital Bethesda,failed,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital Bethesda,unevaluated,2,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital Bethesda,died,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital Bethesda,lost,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital Bethesda,cured,5,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital Bethesda,failed,1,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital Bethesda,died,1,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital Bethesda,lost,2,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital Bethesda,cured,14,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital Bethesda,failed,1,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital Bethesda,died,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital Bethesda,lost,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital Bethesda,cured,16,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital Bethesda,failed,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital Bethesda,died,2,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital Bethesda,lost,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital Bethesda,cured,9,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital Bethesda,failed,1,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital Bethesda,died,3,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital Bethesda,lost,1,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital Bethesda,cured,12,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital Bethesda,failed,1,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital Bethesda,died,1,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital Bethesda,lost,1,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital Bethesda,cured,8,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital Bethesda,failed,0,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital Bethesda,unevaluated,1,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital Bethesda,died,0,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital Bethesda,lost,1,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital Bethesda,completed,1,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital Bethesda,cured,9,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital Bethesda,failed,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital Bethesda,died,1,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital Bethesda,lost,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital Bethesda,completed,1,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital Bethesda,cured,9,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital Bethesda,failed,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital Bethesda,died,1,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital Bethesda,lost,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital Bethesda,completed,1,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital Bethesda,cured,12,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital Bethesda,failed,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital Bethesda,unevaluated,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital Bethesda,died,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital Bethesda,lost,2,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital Bethesda,completed,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital Bethesda,cured,7,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2015Q4,2015-10-01,Hopital Bethesda,died,0,clinically_diagnosed
2015Q4,2015-10-01,Hopital Bethesda,lost,0,clinically_diagnosed
2015Q4,2015-10-01,Hopital Bethesda,completed,8,clinically_diagnosed
2015Q3,2015-07-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2015Q3,2015-07-01,Hopital Bethesda,died,0,clinically_diagnosed
2015Q3,2015-07-01,Hopital Bethesda,lost,0,clinically_diagnosed
2015Q3,2015-07-01,Hopital Bethesda,completed,14,clinically_diagnosed
2016Q1,2016-01-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2016Q1,2016-01-01,Hopital Bethesda,died,0,clinically_diagnosed
2016Q1,2016-01-01,Hopital Bethesda,lost,0,clinically_diagnosed
2016Q1,2016-01-01,Hopital Bethesda,completed,29,clinically_diagnosed
2015Q2,2015-04-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2015Q2,2015-04-01,Hopital Bethesda,died,1,clinically_diagnosed
2015Q2,2015-04-01,Hopital Bethesda,lost,0,clinically_diagnosed
2015Q2,2015-04-01,Hopital Bethesda,completed,13,clinically_diagnosed
2015Q1,2015-01-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital Bethesda,died,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital Bethesda,lost,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital Bethesda,completed,14,clinically_diagnosed
2016Q4,2016-10-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital Bethesda,died,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital Bethesda,lost,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital Bethesda,completed,12,clinically_diagnosed
2016Q3,2016-07-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2016Q3,2016-07-01,Hopital Bethesda,died,0,clinically_diagnosed
2016Q3,2016-07-01,Hopital Bethesda,lost,0,clinically_diagnosed
2016Q3,2016-07-01,Hopital Bethesda,completed,4,clinically_diagnosed
2017Q1,2017-01-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2017Q1,2017-01-01,Hopital Bethesda,died,0,clinically_diagnosed
2017Q1,2017-01-01,Hopital Bethesda,lost,0,clinically_diagnosed
2017Q1,2017-01-01,Hopital Bethesda,completed,7,clinically_diagnosed
2017Q4,2017-10-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2017Q4,2017-10-01,Hopital Bethesda,died,0,clinically_diagnosed
2017Q4,2017-10-01,Hopital Bethesda,lost,0,clinically_diagnosed
2017Q4,2017-10-01,Hopital Bethesda,completed,4,clinically_diagnosed
2017Q2,2017-04-01,Hopital Bethesda,unevaluated,1,clinically_diagnosed
2017Q2,2017-04-01,Hopital Bethesda,died,0,clinically_diagnosed
2017Q2,2017-04-01,Hopital Bethesda,lost,0,clinically_diagnosed
2017Q2,2017-04-01,Hopital Bethesda,completed,6,clinically_diagnosed
2017Q3,2017-07-01,Hopital Bethesda,unevaluated,0,clinically_diagnosed
2017Q3,2017-07-01,Hopital Bethesda,died,0,clinically_diagnosed
2017Q3,2017-07-01,Hopital Bethesda,lost,0,clinically_diagnosed
2017Q3,2017-07-01,Hopital Bethesda,completed,4,clinically_diagnosed
2015Q4,2015-10-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital St Luc,died,1,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital St Luc,lost,0,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital St Luc,completed,2,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital St Luc,cured,7,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital St Luc,died,0,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital St Luc,lost,1,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital St Luc,completed,2,bacteriologically_confirmed
2015Q3,2015-07-01,Hopital St Luc,cured,4,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital St Luc,died,0,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital St Luc,lost,2,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital St Luc,completed,0,bacteriologically_confirmed
2016Q1,2016-01-01,Hopital St Luc,cured,15,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital St Luc,died,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital St Luc,lost,0,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital St Luc,completed,1,bacteriologically_confirmed
2015Q2,2015-04-01,Hopital St Luc,cured,10,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital St Luc,unevaluated,1,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital St Luc,died,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital St Luc,lost,2,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital St Luc,completed,0,bacteriologically_confirmed
2015Q1,2015-01-01,Hopital St Luc,cured,9,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital St Luc,died,0,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital St Luc,lost,4,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital St Luc,completed,1,bacteriologically_confirmed
2016Q4,2016-10-01,Hopital St Luc,cured,12,bacteriologically_confirmed
2016Q2,2016-04-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2016Q2,2016-04-01,Hopital St Luc,unevaluated,2,bacteriologically_confirmed
2016Q2,2016-04-01,Hopital St Luc,died,0,bacteriologically_confirmed
2016Q2,2016-04-01,Hopital St Luc,lost,2,bacteriologically_confirmed
2016Q2,2016-04-01,Hopital St Luc,completed,1,bacteriologically_confirmed
2016Q2,2016-04-01,Hopital St Luc,cured,18,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital St Luc,died,1,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital St Luc,lost,0,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital St Luc,completed,1,bacteriologically_confirmed
2016Q3,2016-07-01,Hopital St Luc,cured,10,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital St Luc,died,1,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital St Luc,lost,2,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital St Luc,completed,0,bacteriologically_confirmed
2017Q1,2017-01-01,Hopital St Luc,cured,11,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital St Luc,died,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital St Luc,lost,0,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital St Luc,completed,2,bacteriologically_confirmed
2017Q4,2017-10-01,Hopital St Luc,cured,4,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital St Luc,died,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital St Luc,lost,1,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital St Luc,completed,0,bacteriologically_confirmed
2017Q2,2017-04-01,Hopital St Luc,cured,9,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital St Luc,failed,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital St Luc,unevaluated,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital St Luc,died,1,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital St Luc,lost,1,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital St Luc,completed,0,bacteriologically_confirmed
2017Q3,2017-07-01,Hopital St Luc,cured,8,bacteriologically_confirmed
2015Q4,2015-10-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2015Q4,2015-10-01,Hopital St Luc,died,0,clinically_diagnosed
2015Q4,2015-10-01,Hopital St Luc,lost,0,clinically_diagnosed
2015Q4,2015-10-01,Hopital St Luc,completed,2,clinically_diagnosed
2015Q3,2015-07-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2015Q3,2015-07-01,Hopital St Luc,died,0,clinically_diagnosed
2015Q3,2015-07-01,Hopital St Luc,lost,0,clinically_diagnosed
2015Q3,2015-07-01,Hopital St Luc,completed,1,clinically_diagnosed
2016Q1,2016-01-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2016Q1,2016-01-01,Hopital St Luc,died,0,clinically_diagnosed
2016Q1,2016-01-01,Hopital St Luc,lost,0,clinically_diagnosed
2016Q1,2016-01-01,Hopital St Luc,completed,1,clinically_diagnosed
2015Q2,2015-04-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2015Q2,2015-04-01,Hopital St Luc,died,0,clinically_diagnosed
2015Q2,2015-04-01,Hopital St Luc,lost,0,clinically_diagnosed
2015Q2,2015-04-01,Hopital St Luc,completed,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital St Luc,died,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital St Luc,lost,0,clinically_diagnosed
2015Q1,2015-01-01,Hopital St Luc,completed,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital St Luc,died,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital St Luc,lost,0,clinically_diagnosed
2016Q4,2016-10-01,Hopital St Luc,completed,1,clinically_diagnosed
2016Q2,2016-04-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2016Q2,2016-04-01,Hopital St Luc,died,1,clinically_diagnosed
2016Q2,2016-04-01,Hopital St Luc,lost,0,clinically_diagnosed
2016Q2,2016-04-01,Hopital St Luc,completed,3,clinically_diagnosed
2016Q3,2016-07-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2016Q3,2016-07-01,Hopital St Luc,died,1,clinically_diagnosed
2016Q3,2016-07-01,Hopital St Luc,lost,0,clinically_diagnosed
2016Q3,2016-07-01,Hopital St Luc,completed,0,clinically_diagnosed
2017Q1,2017-01-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2017Q1,2017-01-01,Hopital St Luc,died,1,clinically_diagnosed
2017Q1,2017-01-01,Hopital St Luc,lost,0,clinically_diagnosed
2017Q1,2017-01-01,Hopital St Luc,completed,1,clinically_diagnosed
2017Q4,2017-10-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2017Q4,2017-10-01,Hopital St Luc,died,0,clinically_diagnosed
2017Q4,2017-10-01,Hopital St Luc,lost,0,clinically_diagnosed
2017Q4,2017-10-01,Hopital St Luc,completed,2,clinically_diagnosed
2017Q2,2017-04-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2017Q2,2017-04-01,Hopital St Luc,died,0,clinically_diagnosed
2017Q2,2017-04-01,Hopital St Luc,lost,0,clinically_diagnosed
2017Q2,2017-04-01,Hopital St Luc,completed,3,clinically_diagnosed
2017Q3,2017-07-01,Hopital St Luc,unevaluated,0,clinically_diagnosed
2017Q3,2017-07-01,Hopital St Luc,died,1,clinically_diagnosed
2017Q3,2017-07-01,Hopital St Luc,lost,0,clinically_diagnosed
