area_level,area_name,sex,age_group,indicator,indicator_label,mean,lower,upper
District,Rumphi,female,10-14,art_coverage,ART coverage,0.720572308391976,0.625400840625832,0.801411881068048
District,Rumphi,female,15-19,art_coverage,ART coverage,0.971201280197327,0.946154457839299,0.986139343544624
District,Rumphi,female,20-24,art_coverage,ART coverage,0.952485250540407,0.918655862503947,0.974245128827797
District,Rumphi,female,25-29,art_coverage,ART coverage,0.961674892877299,0.936795561130085,0.978673415468184
District,Rumphi,female,30-34,art_coverage,ART coverage,0.977265151833712,0.961914162622501,0.987816838057226
District,Rumphi,female,35-39,art_coverage,ART coverage,0.987871535725455,0.979541376773227,0.993524661617362
District,Rumphi,female,40-44,art_coverage,ART coverage,0.991356625816565,0.984587504323106,0.995725115175558
District,Rumphi,female,45-49,art_coverage,ART coverage,0.993024596742833,0.987162597983629,0.996569377212755
District,Rumphi,female,50-54,art_coverage,ART coverage,0.992294635010171,0.984607272563184,0.996607539268827
District,Rumphi,female,55-59,art_coverage,ART coverage,0.988390405704867,0.977348593250947,0.994758123219958
District,Rumphi,female,60-64,art_coverage,ART coverage,0.988836351034919,0.977378793832623,0.995504881801495
District,Rumphi,female,65-69,art_coverage,ART coverage,0.988896541531802,0.975018896681907,0.995398659089565
District,Rumphi,male,0-4,art_coverage,ART coverage,0.674198565121789,0.573673105199507,0.764850543603192
District,Rumphi,male,5-9,art_coverage,ART coverage,0.707698945684393,0.611923291058996,0.792162452280762
District,Rumphi,male,10-14,art_coverage,ART coverage,0.719762102508994,0.625977828009807,0.80180367353538
District,Rumphi,male,15-19,art_coverage,ART coverage,0.804263323814901,0.720745764503202,0.870834392065762
District,Rumphi,male,20-24,art_coverage,ART coverage,0.68255540109145,0.53004610781023,0.809229368005555
District,Rumphi,male,25-29,art_coverage,ART coverage,0.69579611899417,0.554592422252745,0.814037666943931
District,Rumphi,male,30-34,art_coverage,ART coverage,0.746346535966346,0.618657393274391,0.848679117273832
District,Rumphi,male,35-39,art_coverage,ART coverage,0.841512221655405,0.74504354478507,0.909604024681556
District,Rumphi,male,40-44,art_coverage,ART coverage,0.884880196571406,0.811105304601895,0.935336244528617
District,Rumphi,male,45-49,art_coverage,ART coverage,0.908908889990183,0.851422453372289,0.950927188405312
District,Rumphi,male,50-54,art_coverage,ART coverage,0.910748913753042,0.847801746017257,0.955268205595377
District,Rumphi,male,55-59,art_coverage,ART coverage,0.880988849622794,0.800827389264027,0.939013538504873
District,Rumphi,male,60-64,art_coverage,ART coverage,0.879352850512224,0.790388632761159,0.94234962557519
District,Rumphi,male,65-69,art_coverage,ART coverage,0.882075748784575,0.781459328634526,0.944338726315916
District,Rumphi,female,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.687600110107275,0.590817246444557,0.772718361561615
District,Rumphi,female,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.727316887677296,0.638166555481458,0.804323758652492
District,Rumphi,female,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.744687952450379,0.65994759037816,0.817540137278405
District,Rumphi,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.971201280197327,0.946154457839299,0.986139343544624
District,Rumphi,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.952485250540407,0.918655862503947,0.974245128827797
District,Rumphi,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.961674892877299,0.936795561130085,0.978673415468184
District,Rumphi,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.977265151833712,0.961914162622501,0.987816838057226
District,Rumphi,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.987871535725455,0.979541376773227,0.993524661617362
District,Rumphi,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.991356625816565,0.984587504323106,0.995725115175558
District,Rumphi,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.993024596742833,0.987162597983629,0.996569377212755
District,Rumphi,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.992294635010171,0.984607272563184,0.996607539268827
District,Rumphi,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.988390405704867,0.977348593250947,0.994758123219958
District,Rumphi,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.988836351034919,0.977378793832623,0.995504881801495
District,Rumphi,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.988896541531802,0.975018896681907,0.995398659089565
District,Rumphi,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.686757601717948,0.58978647702319,0.774074410345298
District,Rumphi,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.726367540784326,0.636276127323203,0.805640479854038
District,Rumphi,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.743960868385544,0.657744786212997,0.819163127936071
District,Rumphi,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.82411842820888,0.748280734176054,0.884227013597143
District,Rumphi,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.753202390657792,0.62938648620943,0.853409125865472
District,Rumphi,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.777453929263143,0.669059409661853,0.865687073363887
District,Rumphi,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.842526869379483,0.758899394852912,0.907397648966139
District,Rumphi,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.886992828443437,0.816434561437208,0.935981004781414
District,Rumphi,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.918614647354606,0.865482959591208,0.954510808831715
District,Rumphi,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.936912199216948,0.896500327763878,0.966156114568413
District,Rumphi,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.934869535991981,0.888313839324312,0.967484965072602
District,Rumphi,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.913128774619529,0.853553216331559,0.955715957973521
District,Rumphi,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.911940603528872,0.84576204540968,0.958160460182808
District,Rumphi,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.913946816868827,0.839068331555187,0.9596081920379
District,Rumphi,female,0-4,incidence,HIV incidence,6.2200564947091e-4,5.3122891450934e-4,7.2461525297319e-4
District,Rumphi,female,5-9,incidence,HIV incidence,0,0,0
District,Rumphi,female,10-14,incidence,HIV incidence,0,0,0
District,Rumphi,female,15-19,incidence,HIV incidence,5.6961986036756e-4,4.6799286705853e-4,6.8803135891449e-4
District,Rumphi,female,20-24,incidence,HIV incidence,0.00173464451763841,0.00142514612640222,0.00209526837912117
District,Rumphi,female,25-29,incidence,HIV incidence,0.0018302752750398801,0.00150371269781716,0.00221078298664348
District,Rumphi,female,30-34,incidence,HIV incidence,0.0014886647767638,0.00122305744787789,0.00179814569489933
District,Rumphi,female,35-39,incidence,HIV incidence,0.00111167657355006,9.1333492937096e-4,0.00134277879343848
District,Rumphi,female,40-44,incidence,HIV incidence,8.1036946790594e-4,6.6578811076431e-4,9.7883054642374e-4
District,Rumphi,female,45-49,incidence,HIV incidence,5.8424628345085e-4,4.8000963171105e-4,7.0569851729291e-4
District,Rumphi,female,50-54,incidence,HIV incidence,4.1704465939067e-4,3.426394159212e-4,5.0373824057036e-4
District,Rumphi,female,55-59,incidence,HIV incidence,3.0176766920088e-4,2.4792938149312e-4,3.6449740948385e-4
District,Rumphi,female,60-64,incidence,HIV incidence,2.2168791062761e-4,1.8213678348883e-4,2.6777086640141e-4
District,Rumphi,female,65-69,incidence,HIV incidence,1.6340016074456e-4,1.342481758442e-4,1.9736652220527e-4
District,Rumphi,male,0-4,incidence,HIV incidence,6.2416064621223e-4,5.3306932521113e-4,7.2712587602183e-4
District,Rumphi,male,5-9,incidence,HIV incidence,0,0,0
District,Rumphi,male,10-14,incidence,HIV incidence,0,0,0
District,Rumphi,male,15-19,incidence,HIV incidence,3.2953284790596e-5,2.7074174385035e-5,3.98032950395428e-5
District,Rumphi,male,20-24,incidence,HIV incidence,3.8488157363702e-4,3.1621477123537e-4,4.6488887585662e-4
District,Rumphi,male,25-29,incidence,HIV incidence,8.9834491193746e-4,7.3806733635196e-4,0.00108509475439147
District,Rumphi,male,30-34,incidence,HIV incidence,0.00119067698280576,9.7824038426531e-4,0.00143820223527256
District,Rumphi,male,35-39,incidence,HIV incidence,0.00124064239079706,0.00101929058491135,0.00149855569590703
District,Rumphi,male,40-44,incidence,HIV incidence,0.00114620682125381,9.4170474469293e-4,0.00138448682108799
District,Rumphi,male,45-49,incidence,HIV incidence,9.9345692480189e-4,8.1620912352742e-4,0.00119998036615044
District,Rumphi,male,50-54,incidence,HIV incidence,8.2745287596453e-4,6.7982382122151e-4,9.9946490130174e-4
District,Rumphi,male,55-59,incidence,HIV incidence,6.7131118551818e-4,5.5154083117309e-4,8.1086279146538e-4
District,Rumphi,male,60-64,incidence,HIV incidence,5.3892408841314e-4,4.4277384065949e-4,6.5095417485373e-4
District,Rumphi,male,65-69,incidence,HIV incidence,4.3023974950435e-4,3.534804161257e-4,5.1967617784064e-4
District,Mzimba,female,0-4,population,Population,93977.3740902847,93977.3740902847,93977.3740902847
District,Mzimba,female,5-9,population,Population,89939.1735757698,89939.1735757698,89939.1735757698
District,Mzimba,female,10-14,population,Population,91735.4735838607,91735.4735838607,91735.4735838607
District,Mzimba,female,15-19,population,Population,83875.3348351361,83875.3348351361,83875.3348351361
District,Mzimba,female,20-24,population,Population,69525.138204068,69525.138204068,69525.138204068
District,Mzimba,female,25-29,population,Population,56336.1974550331,56336.1974550331,56336.1974550331
District,Mzimba,female,30-34,population,Population,47716.1375361294,47716.1375361294,47716.1375361294
District,Mzimba,female,35-39,population,Population,42224.0801544703,42224.0801544703,42224.0801544703
District,Mzimba,female,40-44,population,Population,34433.8228757704,34433.8228757704,34433.8228757704
District,Mzimba,female,45-49,population,Population,22032.3040411904,22032.3040411904,22032.3040411904
District,Mzimba,female,50-54,population,Population,15726.2880920882,15726.2880920882,15726.2880920882
District,Mzimba,female,55-59,population,Population,13767.3214045143,13767.3214045143,13767.3214045143
District,Mzimba,female,60-64,population,Population,10473.4585338518,10473.4585338518,10473.4585338518
District,Mzimba,female,65-69,population,Population,6926.43656542093,6926.43656542093,6926.43656542093
District,Mzimba,male,0-4,population,Population,95928.1683249174,95928.1683249174,95928.1683249174
District,Mzimba,male,5-9,population,Population,88851.620369853,88851.620369853,88851.620369853
District,Mzimba,male,10-14,population,Population,87451.7529531921,87451.7529531921,87451.7529531921
District,Mzimba,male,15-19,population,Population,78576.4827490561,78576.4827490561,78576.4827490561
District,Mzimba,male,20-24,population,Population,64715.8040605989,64715.8040605989,64715.8040605989
District,Mzimba,male,25-29,population,Population,51965.5486580264,51965.5486580264,51965.5486580264
District,Mzimba,male,30-34,population,Population,42119.1894371768,42119.1894371768,42119.1894371768
District,Mzimba,male,35-39,population,Population,35675.9279376892,35675.9279376892,35675.9279376892
District,Mzimba,male,40-44,population,Population,31406.5105612372,31406.5105612372,31406.5105612372
District,Mzimba,male,45-49,population,Population,22669.4597514605,22669.4597514605,22669.4597514605
District,Mzimba,male,50-54,population,Population,15465.9760472661,15465.9760472661,15465.9760472661
District,Mzimba,male,55-59,population,Population,10772.3292950929,10772.3292950929,10772.3292950929
District,Mzimba,male,60-64,population,Population,8401.95934101618,8401.95934101618,8401.95934101618
District,Mzimba,male,65-69,population,Population,6089.39789136263,6089.39789136263,6089.39789136263
District,Mzimba,female,0-4,prevalence,HIV prevalence,0.00236719066179234,0.00220269130975138,0.00255222880241058
District,Mzimba,female,5-9,prevalence,HIV prevalence,0.00453169902577004,0.00414680187228144,0.00497153974822511
District,Mzimba,female,10-14,prevalence,HIV prevalence,0.0075503869729029,0.00693282323197945,0.00826751462292575
District,Mzimba,female,15-19,prevalence,HIV prevalence,0.0116124108731176,0.00968342177980962,0.0139781788222102
District,Mzimba,female,20-24,prevalence,HIV prevalence,0.022985571146692,0.0197523248358288,0.0268720071777548
District,Mzimba,female,25-29,prevalence,HIV prevalence,0.0480936925556646,0.0424265813335187,0.0536729164020021
District,Mzimba,female,30-34,prevalence,HIV prevalence,0.0882297416424229,0.0797137892047286,0.0967328419557224
District,Mzimba,female,35-39,prevalence,HIV prevalence,0.13272434380877,0.121515387424195,0.144211525953789
District,Mzimba,female,40-44,prevalence,HIV prevalence,0.154383342428502,0.141493484506662,0.167423173042268
District,Mzimba,female,45-49,prevalence,HIV prevalence,0.161078834291847,0.146632352598516,0.177758411605487
District,Mzimba,female,50-54,prevalence,HIV prevalence,0.137258932204136,0.121673158251535,0.155089199041944
District,Mzimba,female,55-59,prevalence,HIV prevalence,0.094508000024366,0.0809896413541917,0.109334674952096
District,Mzimba,female,60-64,prevalence,HIV prevalence,0.0721299584862831,0.0600323025116205,0.0863355767245814
District,Mzimba,female,65-69,prevalence,HIV prevalence,0.0740013305480823,0.0592066297650857,0.0925301421373512
District,Mzimba,male,0-4,prevalence,HIV prevalence,0.00234897101829887,0.00218572220470882,0.00253259560120851
District,Mzimba,male,5-9,prevalence,HIV prevalence,0.00453935502935281,0.00414830500423032,0.00498397780229807
District,Mzimba,male,10-14,prevalence,HIV prevalence,0.00756435640472228,0.00692974484486569,0.00829615579055135
District,Mzimba,male,15-19,prevalence,HIV prevalence,0.00931490037217778,0.00753116862096863,0.0113511477434387
District,Mzimba,male,20-24,prevalence,HIV prevalence,0.0116080622331334,0.00916668540170112,0.0143686013121498
District,Mzimba,male,25-29,prevalence,HIV prevalence,0.0215935089469313,0.0175590292412659,0.0260596077435327
District,Mzimba,male,30-34,prevalence,HIV prevalence,0.0440134607356443,0.0372383372484535,0.050805835127848
District,Mzimba,male,35-39,prevalence,HIV prevalence,0.0743454617026231,0.0655449316055469,0.0846036532479786
District,Mzimba,male,40-44,prevalence,HIV prevalence,0.110256365828743,0.098869680086934,0.122558010309456
District,Mzimba,male,45-49,prevalence,HIV prevalence,0.145214241785766,0.13118806581907,0.161170582895171
District,Mzimba,male,50-54,prevalence,HIV prevalence,0.152552735709637,0.134598802018115,0.171406460528277
District,Mzimba,male,55-59,prevalence,HIV prevalence,0.133618658779279,0.115036807431874,0.155271566373399
District,Mzimba,male,60-64,prevalence,HIV prevalence,0.106852158114612,0.088674780780878,0.127504991568936
District,Mzimba,male,65-69,prevalence,HIV prevalence,0.091103960035971,0.0726883337534152,0.111148706876389
District,Mzimba,female,0-4,plhiv,PLHIV,222.462362366288,207.004535148778,239.849949384581
District,Mzimba,female,5-9,plhiv,PLHIV,407.577265271879,372.965791526493,447.128150813503
District,Mzimba,female,10-14,plhiv,PLHIV,692.63832470066,636.001842869257,758.402185823649
District,Mzimba,female,15-19,plhiv,PLHIV,973.994850225912,812.312726837848,1172.22535443851
District,Mzimba,female,20-24,plhiv,PLHIV,1598.0750106732,1373.6008609817,1867.7606692914
District,Mzimba,female,25-29,plhiv,PLHIV,2709.41576015758,2391.11433095009,3022.53075764049
District,Mzimba,female,30-34,plhiv,PLHIV,4209.98248698702,3805.90682373456,4612.96711826995
District,Mzimba,female,35-39,plhiv,PLHIV,5604.16333143097,5134.86567389073,6084.35362680745
District,Mzimba,female,40-44,plhiv,PLHIV,5316.00866815244,4876.47383113625,5759.8671951047
District,Mzimba,female,45-49,plhiv,PLHIV,3548.93785171849,3233.85708457413,3911.94612867387
District,Mzimba,female,50-54,plhiv,PLHIV,2158.57351105465,1915.53858359142,2435.96384518206
District,Mzimba,female,55-59,plhiv,PLHIV,1301.1220116333,1116.06977537981,1503.68021406622
District,Mzimba,female,60-64,plhiv,PLHIV,755.450129254538,629.283412237958,903.325930583406
District,Mzimba,female,65-69,plhiv,PLHIV,512.565521798038,410.519617259206,640.067136145094
District,Mzimba,male,0-4,plhiv,PLHIV,225.332487233726,209.673789316436,242.945352027088
District,Mzimba,male,5-9,plhiv,PLHIV,403.329049792039,368.589775213635,442.826097558495
District,Mzimba,male,10-14,plhiv,PLHIV,661.51622755567,606.034745631772,725.490711617348
District,Mzimba,male,15-19,plhiv,PLHIV,731.932108403604,591.726059740335,892.013598298211
District,Mzimba,male,20-24,plhiv,PLHIV,751.2250810027,593.165397480902,929.989080138487
District,Mzimba,male,25-29,plhiv,PLHIV,1122.11853987929,912.30209467677,1354.46887356561
District,Mzimba,male,30-34,plhiv,PLHIV,1853.81129051035,1567.98114694061,2140.54033975759
District,Mzimba,male,35-39,plhiv,PLHIV,2652.34333419702,2337.47497339683,3019.67101178221
District,Mzimba,male,40-44,plhiv,PLHIV,3462.76771784405,3103.61164969942,3851.18394116351
District,Mzimba,male,45-49,plhiv,PLHIV,3291.92840950127,2972.15807909967,3656.17530000751
District,Mzimba,male,50-54,plhiv,PLHIV,2359.37695643016,2080.08520529502,2653.13357025715
District,Mzimba,male,55-59,plhiv,PLHIV,1439.38419233905,1238.21317775952,1674.21391110833
District,Mzimba,male,60-64,plhiv,PLHIV,897.767487978806,744.448973505916,1072.26208003222
District,Mzimba,male,65-69,plhiv,PLHIV,554.768262137827,442.272505921573,677.421685484225
District,Mzimba,female,0-4,art_coverage,ART coverage,0.616277567576918,0.559139831676051,0.672120764210374
District,Mzimba,female,5-9,art_coverage,ART coverage,0.650481250647168,0.594884269619296,0.703634547544174
District,Mzimba,female,10-14,art_coverage,ART coverage,0.664346154624963,0.609567020836308,0.716810341874838
District,Mzimba,female,15-19,art_coverage,ART coverage,0.971354310577792,0.952333725044565,0.984905034266127
District,Mzimba,female,20-24,art_coverage,ART coverage,0.953121255896836,0.928011498590844,0.971364534739571
District,Mzimba,female,25-29,art_coverage,ART coverage,0.962379564975519,0.943478845579609,0.975825173797835
District,Mzimba,female,30-34,art_coverage,ART coverage,0.977651135390875,0.966334136657063,0.985709696955363
District,Mzimba,female,35-39,art_coverage,ART coverage,0.988054998129644,0.981389433816094,0.992770382682256
District,Mzimba,female,40-44,art_coverage,ART coverage,0.991391767211611,0.985790624005043,0.994962770441974
District,Mzimba,female,45-49,art_coverage,ART coverage,0.993005958332653,0.988520059951196,0.996159593510907
District,Mzimba,female,50-54,art_coverage,ART coverage,0.992224831615928,0.985785235956066,0.996201071518647
District,Mzimba,female,55-59,art_coverage,ART coverage,0.988241594755999,0.979257689866539,0.993866783577733
District,Mzimba,female,60-64,art_coverage,ART coverage,0.988679309207027,0.978311123898752,0.994547304051193
District,Mzimba,female,65-69,art_coverage,ART coverage,0.988624051493717,0.977029746810981,0.994938961663908
District,Mzimba,male,0-4,art_coverage,ART coverage,0.615642924798613,0.558705557896416,0.671939773211106
District,Mzimba,male,5-9,art_coverage,ART coverage,0.649489520146869,0.59315493698696,0.702864605222755
District,Mzimba,male,10-14,art_coverage,ART coverage,0.66315738290276,0.607942908597847,0.71525999487048
District,Mzimba,male,15-19,art_coverage,ART coverage,0.801247868930451,0.746545217221941,0.848706980275204
District,Mzimba,male,20-24,art_coverage,ART coverage,0.680930000342644,0.559962730323835,0.789815999915786
District,Mzimba,male,25-29,art_coverage,ART coverage,0.695389972166729,0.586319784240447,0.794255670397766
District,Mzimba,male,30-34,art_coverage,ART coverage,0.746089635124067,0.644901411993851,0.829345001917444
District,Mzimba,male,35-39,art_coverage,ART coverage,0.84123647597017,0.764541108429906,0.900771145575133
District,Mzimba,male,40-44,art_coverage,ART coverage,0.884180390705793,0.826249770176226,0.92628975837793
District,Mzimba,male,45-49,art_coverage,ART coverage,0.907871239291954,0.859879655161655,0.944313211815159
District,Mzimba,male,50-54,art_coverage,ART coverage,0.908865823939897,0.853403539797032,0.946058478961907
District,Mzimba,male,55-59,art_coverage,ART coverage,0.877833698829017,0.807414810397005,0.929778843690061
District,Mzimba,male,60-64,art_coverage,ART coverage,0.876269150704395,0.792583126887002,0.932231552586764
District,Mzimba,male,65-69,art_coverage,ART coverage,0.878300029777736,0.786959728557953,0.937967030566726
District,Mzimba,female,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.631055927643756,0.576999436507482,0.684105633279072
District,Mzimba,female,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.672798253760327,0.621928523340357,0.721729207014417
District,Mzimba,female,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.693314323868738,0.644682443786882,0.740256752376591
District,Mzimba,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.971354310577792,0.952333725044565,0.984905034266127
District,Mzimba,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.953121255896836,0.928011498590844,0.971364534739571
District,Mzimba,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.962379564975519,0.943478845579609,0.975825173797835
District,Mzimba,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.977651135390875,0.966334136657063,0.985709696955363
District,Mzimba,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.988054998129644,0.981389433816094,0.992770382682256
District,Mzimba,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.991391767211611,0.985790624005043,0.994962770441974
District,Mzimba,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.993005958332653,0.988520059951196,0.996159593510907
District,Mzimba,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.992224831615928,0.985785235956066,0.996201071518647
District,Mzimba,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.988241594755999,0.979257689866539,0.993866783577733
District,Mzimba,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.988679309207027,0.978311123898752,0.994547304051193
District,Mzimba,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.988624051493717,0.977029746810981,0.994938961663908
District,Mzimba,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.630459171925491,0.575517504761704,0.684732113868694
District,Mzimba,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.671875817185662,0.618859851345067,0.722034980310166
District,Mzimba,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.692244011447145,0.641456668081759,0.740080573971219
District,Mzimba,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.821408854535315,0.771785922880786,0.864295873856521
District,Mzimba,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.751938721279237,0.654040379416625,0.838213800675923
District,Mzimba,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.777156804912558,0.693755429851522,0.851074718108616
District,Mzimba,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.842367380211666,0.776362310220661,0.895281203523512
District,Mzimba,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.88679621239971,0.830819470156895,0.929662881831616
District,Mzimba,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.918119911041131,0.876466057004831,0.94810312513421
District,Mzimba,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.936193544009813,0.902487678432204,0.961572506510273
District,Mzimba,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.933495362091626,0.892496573645338,0.96076510105594
District,Mzimba,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.910825697850278,0.858522445016126,0.948982452839822
District,Mzimba,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.909689835523756,0.847454058863395,0.950785318812392
District,Mzimba,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.911191551214828,0.843252091504858,0.954973721825652
District,Mzimba,female,0-4,incidence,HIV incidence,6.4034887896173e-4,6.0412389405317e-4,6.8026815385076e-4
District,Mzimba,female,5-9,incidence,HIV incidence,0,0,0
District,Mzimba,female,10-14,incidence,HIV incidence,0,0,0
District,Mzimba,female,15-19,incidence,HIV incidence,5.9983372173869e-4,5.4062923652956e-4,6.6411659271065e-4
District,Mzimba,female,20-24,incidence,HIV incidence,0.00189678626226959,0.00170859394517385,0.00209553761070831
District,Mzimba,female,25-29,incidence,HIV incidence,0.00202510338813045,0.00182464568055126,0.00223545788362265
District,Mzimba,female,30-34,incidence,HIV incidence,0.00162002093870167,0.00145998260847787,0.00178879495947087
District,Mzimba,female,35-39,incidence,HIV incidence,0.00118463951895235,0.00106876663316338,0.00130772445168882
District,Mzimba,female,40-44,incidence,HIV incidence,8.2301524252501e-4,7.410227274869e-4,9.1448274378417e-4
District,Mzimba,female,45-49,incidence,HIV incidence,5.7298631715761e-4,5.1408401767327e-4,6.4068387637422e-4
District,Mzimba,female,50-54,incidence,HIV incidence,4.0222737588363e-4,3.6008647718306e-4,4.5176948573264e-4
District,Mzimba,female,55-59,incidence,HIV incidence,2.8952484321422e-4,2.5919717038557e-4,3.2539367901796e-4
District,Mzimba,female,60-64,incidence,HIV incidence,2.1099638966088e-4,1.8873501718092e-4,2.3751879728881e-4
District,Mzimba,female,65-69,incidence,HIV incidence,1.5106249478424e-4,1.3474694298041e-4,1.705536030625e-4
District,Mzimba,male,0-4,incidence,HIV incidence,6.419991061379e-4,6.0561212472326e-4,6.8202485258655e-4
District,Mzimba,male,5-9,incidence,HIV incidence,0,0,0
District,Mzimba,male,10-14,incidence,HIV incidence,0,0,0
District,Mzimba,male,15-19,incidence,HIV incidence,3.41727747666289e-5,3.07529996935202e-5,3.78147448111807e-5
District,Mzimba,male,20-24,incidence,HIV incidence,4.1466311646501e-4,3.7322817838593e-4,4.5844609362994e-4
District,Mzimba,male,25-29,incidence,HIV incidence,0.0010012562522249,9.0202364404958e-4,0.00110617307164798
District,Mzimba,male,30-34,incidence,HIV incidence,0.00133408935022233,0.00120204980996968,0.00147556492943765
District,Mzimba,male,35-39,incidence,HIV incidence,0.00138092723790134,0.00124609029558748,0.00152650937355092
District,Mzimba,male,40-44,incidence,HIV incidence,0.00124266312897379,0.00112090574457355,0.0013722771947612
District,Mzimba,male,45-49,incidence,HIV incidence,0.00102685257813713,9.2435883405211e-4,0.00113836924650743
District,Mzimba,male,50-54,incidence,HIV incidence,8.197583957201e-4,7.3636049841331e-4,9.1571885176925e-4
District,Mzimba,male,55-59,incidence,HIV incidence,6.4955709121818e-4,5.8186190998824e-4,7.2939238081118e-4
District,Mzimba,male,60-64,incidence,HIV incidence,5.2710606350481e-4,4.7260433280897e-4,5.9021334625213e-4
District,Mzimba,male,65-69,incidence,HIV incidence,4.0241901996799e-4,3.5944737995857e-4,4.5455558347849e-4
District,Likoma,female,0-4,population,Population,925.071206656289,925.071206656289,925.071206656289
District,Likoma,female,5-9,population,Population,933.217101075785,933.217101075785,933.217101075785
District,Likoma,female,10-14,population,Population,1084.68879694413,1084.68879694413,1084.68879694413
District,Likoma,female,15-19,population,Population,959.521490037317,959.521490037317,959.521490037317
District,Likoma,female,20-24,population,Population,853.46458404641,853.46458404641,853.46458404641
District,Likoma,female,25-29,population,Population,732.5687715610388,732.5687715610388,732.5687715610388
District,Likoma,female,30-34,population,Population,652.765974871876,652.765974871876,652.765974871876
District,Likoma,female,35-39,population,Population,599.239358807642,599.239358807642,599.239358807642
District,Likoma,female,40-44,population,Population,436.986625705993,436.986625705993,436.986625705993
District,Likoma,female,45-49,population,Population,300.946799449204,300.946799449204,300.946799449204
District,Likoma,female,50-54,population,Population,198.839537001128,198.839537001128,198.839537001128
District,Likoma,female,55-59,population,Population,166.253268127535,166.253268127535,166.253268127535
District,Likoma,female,60-64,population,Population,101.821052936361,101.821052936361,101.821052936361
District,Likoma,female,65-69,population,Population,93.4551156744153,93.4551156744153,93.4551156744153
District,Likoma,male,0-4,population,Population,1001.88128126437,1001.88128126437,1001.88128126437
District,Likoma,male,5-9,population,Population,964.220761321169,964.220761321169,964.220761321169
District,Likoma,male,10-14,population,Population,951.006866137559,951.006866137559,951.006866137559
District,Likoma,male,15-19,population,Population,1143.74442683733,1143.74442683733,1143.74442683733
District,Likoma,male,20-24,population,Population,957.361998875564,957.361998875564,957.361998875564
District,Likoma,male,25-29,population,Population,852.297601720702,852.297601720702,852.297601720702
District,Likoma,male,30-34,population,Population,679.811306915861,679.811306915861,679.811306915861
District,Likoma,male,35-39,population,Population,512.574807404238,512.574807404238,512.574807404238
