area_level,area_id,area_name,sex,age_group_label,quarter_label,indicator,mean
3,MWI_3_16,Mangochi,female,40-44,December 2022,anc_prevalence,0.155990796984825
3,MWI_3_16,Mangochi,female,45-49,December 2022,anc_prevalence,0.160969815880033
3,MWI_3_17,Machinga,both,all ages,December 2022,prevalence,0.0345982011913171
3,MWI_3_17,Machinga,both,0-4,December 2022,prevalence,0.00242786664917133
3,MWI_3_17,Machinga,both,5-9,December 2022,prevalence,0.00518684347589764
3,MWI_3_17,Machinga,both,10-14,December 2022,prevalence,0.00915989326422465
3,MWI_3_17,Machinga,both,15-19,December 2022,prevalence,0.0115477841730202
3,MWI_3_17,Machinga,both,20-24,December 2022,prevalence,0.0183129965244397
3,MWI_3_17,Machinga,both,25-29,December 2022,prevalence,0.0356637643961927
3,MWI_3_17,Machinga,both,30-34,December 2022,prevalence,0.0694078444853859
3,MWI_3_17,Machinga,both,35-39,December 2022,prevalence,0.109753692619876
3,MWI_3_17,Machinga,both,40-44,December 2022,prevalence,0.140194799509071
3,MWI_3_17,Machinga,both,45-49,December 2022,prevalence,0.152732888616336
3,MWI_3_17,Machinga,both,50-54,December 2022,prevalence,0.160505749363095
3,MWI_3_17,Machinga,both,55-59,December 2022,prevalence,0.11910803888386
3,MWI_3_17,Machinga,both,60-64,December 2022,prevalence,0.0972293645655124
3,MWI_3_17,Machinga,both,65-69,December 2022,prevalence,0.0890912051738133
3,MWI_3_17,Machinga,female,all ages,December 2022,prevalence,0.0438488412718942
3,MWI_3_17,Machinga,female,0-4,December 2022,prevalence,0.00241935997675724
3,MWI_3_17,Machinga,female,5-9,December 2022,prevalence,0.00516581944196474
3,MWI_3_17,Machinga,female,10-14,December 2022,prevalence,0.00918562553641405
3,MWI_3_17,Machinga,female,15-19,December 2022,prevalence,0.0134676410152402
3,MWI_3_17,Machinga,female,20-24,December 2022,prevalence,0.0251222844960522
3,MWI_3_17,Machinga,female,25-29,December 2022,prevalence,0.0503954839537119
3,MWI_3_17,Machinga,female,30-34,December 2022,prevalence,0.0951976026955055
3,MWI_3_17,Machinga,female,35-39,December 2022,prevalence,0.144753280324227
3,MWI_3_17,Machinga,female,40-44,December 2022,prevalence,0.177858233107637
3,MWI_3_17,Machinga,female,45-49,December 2022,prevalence,0.18271667584018
3,MWI_3_17,Machinga,female,50-54,December 2022,prevalence,0.173582702173853
3,MWI_3_17,Machinga,female,55-59,December 2022,prevalence,0.113765607937871
3,MWI_3_17,Machinga,female,60-64,December 2022,prevalence,0.0919465220279685
3,MWI_3_17,Machinga,female,65-69,December 2022,prevalence,0.0926167102873166
3,MWI_3_17,Machinga,male,all ages,December 2022,prevalence,0.024506962721152
3,MWI_3_17,Machinga,male,0-4,December 2022,prevalence,0.00243639564073261
3,MWI_3_17,Machinga,male,5-9,December 2022,prevalence,0.00520803095028947
3,MWI_3_17,Machinga,male,10-14,December 2022,prevalence,0.00913417364028431
3,MWI_3_17,Machinga,male,15-19,December 2022,prevalence,0.00957372357641497
3,MWI_3_17,Machinga,male,20-24,December 2022,prevalence,0.0103815140539104
3,MWI_3_17,Machinga,male,25-29,December 2022,prevalence,0.0177559800612492
3,MWI_3_17,Machinga,male,30-34,December 2022,prevalence,0.0363440586551877
3,MWI_3_17,Machinga,male,35-39,December 2022,prevalence,0.0618671585707304
3,MWI_3_17,Machinga,male,40-44,December 2022,prevalence,0.0946391220387983
3,MWI_3_17,Machinga,male,45-49,December 2022,prevalence,0.123020809595718
3,MWI_3_17,Machinga,male,50-54,December 2022,prevalence,0.147225628059443
3,MWI_3_17,Machinga,male,55-59,December 2022,prevalence,0.126053618348653
3,MWI_3_17,Machinga,male,60-64,December 2022,prevalence,0.10397852442838
3,MWI_3_17,Machinga,male,65-69,December 2022,prevalence,0.0850899183977661
3,MWI_3_17,Machinga,female,15-19,December 2022,anc_prevalence,0.0152312988482683
3,MWI_3_17,Machinga,female,20-24,December 2022,anc_prevalence,0.0259857777259174
3,MWI_3_17,Machinga,female,25-29,December 2022,anc_prevalence,0.0471903035197189
3,MWI_3_17,Machinga,female,30-34,December 2022,anc_prevalence,0.0772245068826514
3,MWI_3_17,Machinga,female,35-39,December 2022,anc_prevalence,0.093016272509973
3,MWI_3_17,Machinga,female,40-44,December 2022,anc_prevalence,0.114752753319663
3,MWI_3_17,Machinga,female,45-49,December 2022,anc_prevalence,0.118568309468199
3,MWI_3_18,Zomba,both,all ages,December 2022,prevalence,0.0740796032689684
3,MWI_3_18,Zomba,both,0-4,December 2022,prevalence,0.00486847502979132
3,MWI_3_18,Zomba,both,5-9,December 2022,prevalence,0.00938366954959901
3,MWI_3_18,Zomba,both,10-14,December 2022,prevalence,0.0162576469341366
3,MWI_3_18,Zomba,both,15-19,December 2022,prevalence,0.0231827635479665
3,MWI_3_18,Zomba,both,20-24,December 2022,prevalence,0.0381647253303961
3,MWI_3_18,Zomba,both,25-29,December 2022,prevalence,0.0746436003885997
3,MWI_3_18,Zomba,both,30-34,December 2022,prevalence,0.137264874384301
3,MWI_3_18,Zomba,both,35-39,December 2022,prevalence,0.208217315621542
3,MWI_3_18,Zomba,both,40-44,December 2022,prevalence,0.263038652950192
3,MWI_3_18,Zomba,both,45-49,December 2022,prevalence,0.297076385235985
3,MWI_3_18,Zomba,both,50-54,December 2022,prevalence,0.286162117913569
3,MWI_3_18,Zomba,both,55-59,December 2022,prevalence,0.231511780548823
3,MWI_3_18,Zomba,both,60-64,December 2022,prevalence,0.182894438697281
3,MWI_3_18,Zomba,both,65-69,December 2022,prevalence,0.172722005329821
3,MWI_3_18,Zomba,female,all ages,December 2022,prevalence,0.0905740190216991
3,MWI_3_18,Zomba,female,0-4,December 2022,prevalence,0.00486567876206095
3,MWI_3_18,Zomba,female,5-9,December 2022,prevalence,0.00937071783964229
3,MWI_3_18,Zomba,female,10-14,December 2022,prevalence,0.0162773805019328
3,MWI_3_18,Zomba,female,15-19,December 2022,prevalence,0.026597665010891
3,MWI_3_18,Zomba,female,20-24,December 2022,prevalence,0.0519061910957125
3,MWI_3_18,Zomba,female,25-29,December 2022,prevalence,0.103712818087377
3,MWI_3_18,Zomba,female,30-34,December 2022,prevalence,0.181325516423446
3,MWI_3_18,Zomba,female,35-39,December 2022,prevalence,0.261132475618989
3,MWI_3_18,Zomba,female,40-44,December 2022,prevalence,0.311617558378572
3,MWI_3_18,Zomba,female,45-49,December 2022,prevalence,0.332155092770757
3,MWI_3_18,Zomba,female,50-54,December 2022,prevalence,0.289643939067512
3,MWI_3_18,Zomba,female,55-59,December 2022,prevalence,0.212948961690527
3,MWI_3_18,Zomba,female,60-64,December 2022,prevalence,0.16627145426235
3,MWI_3_18,Zomba,female,65-69,December 2022,prevalence,0.168016326763685
3,MWI_3_18,Zomba,male,all ages,December 2022,prevalence,0.0563795512348932
3,MWI_3_18,Zomba,male,0-4,December 2022,prevalence,0.00487122699937903
3,MWI_3_18,Zomba,male,5-9,December 2022,prevalence,0.00939635391480854
3,MWI_3_18,Zomba,male,10-14,December 2022,prevalence,0.0162378719586987
3,MWI_3_18,Zomba,male,15-19,December 2022,prevalence,0.019658989055285
3,MWI_3_18,Zomba,male,20-24,December 2022,prevalence,0.0238306725723847
3,MWI_3_18,Zomba,male,25-29,December 2022,prevalence,0.0427193526348193
3,MWI_3_18,Zomba,male,30-34,December 2022,prevalence,0.08427661569215
3,MWI_3_18,Zomba,male,35-39,December 2022,prevalence,0.13882103161723
3,MWI_3_18,Zomba,male,40-44,December 2022,prevalence,0.203842060221625
3,MWI_3_18,Zomba,male,45-49,December 2022,prevalence,0.261068821466204
3,MWI_3_18,Zomba,male,50-54,December 2022,prevalence,0.282352896360681
3,MWI_3_18,Zomba,male,55-59,December 2022,prevalence,0.257091572730711
3,MWI_3_18,Zomba,male,60-64,December 2022,prevalence,0.205254075713906
3,MWI_3_18,Zomba,male,65-69,December 2022,prevalence,0.179100002025672
3,MWI_3_18,Zomba,female,15-19,December 2022,anc_prevalence,0.02332254982582
3,MWI_3_18,Zomba,female,20-24,December 2022,anc_prevalence,0.0416189250246949
3,MWI_3_18,Zomba,female,25-29,December 2022,anc_prevalence,0.0762738078688443
3,MWI_3_18,Zomba,female,30-34,December 2022,anc_prevalence,0.11905698031682
3,MWI_3_18,Zomba,female,35-39,December 2022,anc_prevalence,0.142072432362092
3,MWI_3_18,Zomba,female,40-44,December 2022,anc_prevalence,0.174096877198479
3,MWI_3_18,Zomba,female,45-49,December 2022,anc_prevalence,0.189271653386478
3,MWI_3_19,Mulanje,both,all ages,December 2022,prevalence,0.0838096615201622
3,MWI_3_19,Mulanje,both,0-4,December 2022,prevalence,0.00549461453510566
3,MWI_3_19,Mulanje,both,5-9,December 2022,prevalence,0.0105469681861519
3,MWI_3_19,Mulanje,both,10-14,December 2022,prevalence,0.0179506923070881
3,MWI_3_19,Mulanje,both,15-19,December 2022,prevalence,0.0264446206322923
3,MWI_3_19,Mulanje,both,20-24,December 2022,prevalence,0.0437424678257941
3,MWI_3_19,Mulanje,both,25-29,December 2022,prevalence,0.0839461909298741
3,MWI_3_19,Mulanje,both,30-34,December 2022,prevalence,0.15086347679133
3,MWI_3_19,Mulanje,both,35-39,December 2022,prevalence,0.233737763746058
3,MWI_3_19,Mulanje,both,40-44,December 2022,prevalence,0.289561929849621
3,MWI_3_19,Mulanje,both,45-49,December 2022,prevalence,0.339299116268112
3,MWI_3_19,Mulanje,both,50-54,December 2022,prevalence,0.322622412115279
3,MWI_3_19,Mulanje,both,55-59,December 2022,prevalence,0.262960923918779
3,MWI_3_19,Mulanje,both,60-64,December 2022,prevalence,0.210097708748497
3,MWI_3_19,Mulanje,both,65-69,December 2022,prevalence,0.204028608844715
3,MWI_3_19,Mulanje,female,all ages,December 2022,prevalence,0.104360845148157
3,MWI_3_19,Mulanje,female,0-4,December 2022,prevalence,0.00551213630922424
3,MWI_3_19,Mulanje,female,5-9,December 2022,prevalence,0.0105336857324358
3,MWI_3_19,Mulanje,female,10-14,December 2022,prevalence,0.0180448202283544
3,MWI_3_19,Mulanje,female,15-19,December 2022,prevalence,0.0304991159681058
3,MWI_3_19,Mulanje,female,20-24,December 2022,prevalence,0.0600406352955155
3,MWI_3_19,Mulanje,female,25-29,December 2022,prevalence,0.117572874480394
3,MWI_3_19,Mulanje,female,30-34,December 2022,prevalence,0.198959583302951
3,MWI_3_19,Mulanje,female,35-39,December 2022,prevalence,0.295604218864775
3,MWI_3_19,Mulanje,female,40-44,December 2022,prevalence,0.343376417363734
3,MWI_3_19,Mulanje,female,45-49,December 2022,prevalence,0.378444774626898
3,MWI_3_19,Mulanje,female,50-54,December 2022,prevalence,0.325045807629124
3,MWI_3_19,Mulanje,female,55-59,December 2022,prevalence,0.24970754179696
3,MWI_3_19,Mulanje,female,60-64,December 2022,prevalence,0.192980898664544
3,MWI_3_19,Mulanje,female,65-69,December 2022,prevalence,0.204340775707436
3,MWI_3_19,Mulanje,male,all ages,December 2022,prevalence,0.0616222718451507
3,MWI_3_19,Mulanje,male,0-4,December 2022,prevalence,0.00547761895301818
3,MWI_3_19,Mulanje,male,5-9,December 2022,prevalence,0.0105599124644847
3,MWI_3_19,Mulanje,male,10-14,December 2022,prevalence,0.0178595679377051
3,MWI_3_19,Mulanje,male,15-19,December 2022,prevalence,0.0223616969230791
3,MWI_3_19,Mulanje,male,20-24,December 2022,prevalence,0.0270935206630925
3,MWI_3_19,Mulanje,male,25-29,December 2022,prevalence,0.0471353724786405
3,MWI_3_19,Mulanje,male,30-34,December 2022,prevalence,0.0906712212160641
3,MWI_3_19,Mulanje,male,35-39,December 2022,prevalence,0.15124448951063
3,MWI_3_19,Mulanje,male,40-44,December 2022,prevalence,0.221670578528715
3,MWI_3_19,Mulanje,male,45-49,December 2022,prevalence,0.296094743531556
3,MWI_3_19,Mulanje,male,50-54,December 2022,prevalence,0.319510575547451
3,MWI_3_19,Mulanje,male,55-59,December 2022,prevalence,0.282920487305187
3,MWI_3_19,Mulanje,male,60-64,December 2022,prevalence,0.23764475790151
3,MWI_3_19,Mulanje,male,65-69,December 2022,prevalence,0.203584831261545
3,MWI_3_19,Mulanje,female,15-19,December 2022,anc_prevalence,0.0327340513486409
3,MWI_3_19,Mulanje,female,20-24,December 2022,anc_prevalence,0.059061181338902
3,MWI_3_19,Mulanje,female,25-29,December 2022,anc_prevalence,0.105608206967719
3,MWI_3_19,Mulanje,female,30-34,December 2022,anc_prevalence,0.158001817458222
3,MWI_3_19,Mulanje,female,35-39,December 2022,anc_prevalence,0.194507256440316
3,MWI_3_19,Mulanje,female,40-44,December 2022,anc_prevalence,0.229319292089764
3,MWI_3_19,Mulanje,female,45-49,December 2022,anc_prevalence,0.258122294349253
3,MWI_3_20,Phalombe,both,all ages,December 2022,prevalence,0.0683470632727996
3,MWI_3_20,Phalombe,both,0-4,December 2022,prevalence,0.00471733264448925
3,MWI_3_20,Phalombe,both,5-9,December 2022,prevalence,0.00955663051612308
3,MWI_3_20,Phalombe,both,10-14,December 2022,prevalence,0.0166409538545742
3,MWI_3_20,Phalombe,both,15-19,December 2022,prevalence,0.0231585069788188
3,MWI_3_20,Phalombe,both,20-24,December 2022,prevalence,0.0366756536102952
3,MWI_3_20,Phalombe,both,25-29,December 2022,prevalence,0.0700016319326529
3,MWI_3_20,Phalombe,both,30-34,December 2022,prevalence,0.12894325499676
3,MWI_3_20,Phalombe,both,35-39,December 2022,prevalence,0.205484367222355
3,MWI_3_20,Phalombe,both,40-44,December 2022,prevalence,0.254208431621914
3,MWI_3_20,Phalombe,both,45-49,December 2022,prevalence,0.295035995896037
3,MWI_3_20,Phalombe,both,50-54,December 2022,prevalence,0.287501785243137
3,MWI_3_20,Phalombe,both,55-59,December 2022,prevalence,0.229068614164244
3,MWI_3_20,Phalombe,both,60-64,December 2022,prevalence,0.186363717666602
3,MWI_3_20,Phalombe,both,65-69,December 2022,prevalence,0.171913576875986
3,MWI_3_20,Phalombe,female,all ages,December 2022,prevalence,0.0847938514740006
3,MWI_3_20,Phalombe,female,0-4,December 2022,prevalence,0.00472397777158325
3,MWI_3_20,Phalombe,female,5-9,December 2022,prevalence,0.00955330939248022
3,MWI_3_20,Phalombe,female,10-14,December 2022,prevalence,0.0167284738595259
3,MWI_3_20,Phalombe,female,15-19,December 2022,prevalence,0.0266626645452835
3,MWI_3_20,Phalombe,female,20-24,December 2022,prevalence,0.0509586310106348
3,MWI_3_20,Phalombe,female,25-29,December 2022,prevalence,0.098767930703406
3,MWI_3_20,Phalombe,female,30-34,December 2022,prevalence,0.172989295840297
3,MWI_3_20,Phalombe,female,35-39,December 2022,prevalence,0.264661356392782
3,MWI_3_20,Phalombe,female,40-44,December 2022,prevalence,0.307495555610882
3,MWI_3_20,Phalombe,female,45-49,December 2022,prevalence,0.3276029469538
3,MWI_3_20,Phalombe,female,50-54,December 2022,prevalence,0.29435795940371
3,MWI_3_20,Phalombe,female,55-59,December 2022,prevalence,0.215596598537161
3,MWI_3_20,Phalombe,female,60-64,December 2022,prevalence,0.168990477087079
3,MWI_3_20,Phalombe,female,65-69,December 2022,prevalence,0.171706700709951
3,MWI_3_20,Phalombe,male,all ages,December 2022,prevalence,0.0510998949253101
3,MWI_3_20,Phalombe,male,0-4,December 2022,prevalence,0.00471080753965994
3,MWI_3_20,Phalombe,male,5-9,December 2022,prevalence,0.00955989287187263
3,MWI_3_20,Phalombe,male,10-14,December 2022,prevalence,0.0165553571137105
3,MWI_3_20,Phalombe,male,15-19,December 2022,prevalence,0.0196927891207748
3,MWI_3_20,Phalombe,male,20-24,December 2022,prevalence,0.0227241245545883
3,MWI_3_20,Phalombe,male,25-29,December 2022,prevalence,0.039461275063549
3,MWI_3_20,Phalombe,male,30-34,December 2022,prevalence,0.0769590832975346
3,MWI_3_20,Phalombe,male,35-39,December 2022,prevalence,0.131947255429436
3,MWI_3_20,Phalombe,male,40-44,December 2022,prevalence,0.192905752343619
3,MWI_3_20,Phalombe,male,45-49,December 2022,prevalence,0.260145613191576
3,MWI_3_20,Phalombe,male,50-54,December 2022,prevalence,0.279618889200849
3,MWI_3_20,Phalombe,male,55-59,December 2022,prevalence,0.247510300955307
3,MWI_3_20,Phalombe,male,60-64,December 2022,prevalence,0.212487983132832
3,MWI_3_20,Phalombe,male,65-69,December 2022,prevalence,0.172194122961162
3,MWI_3_20,Phalombe,female,15-19,December 2022,anc_prevalence,0.0264177022513881
3,MWI_3_20,Phalombe,female,20-24,December 2022,anc_prevalence,0.0463393395132123
3,MWI_3_20,Phalombe,female,25-29,December 2022,anc_prevalence,0.0820938582200652
3,MWI_3_20,Phalombe,female,30-34,December 2022,anc_prevalence,0.127054493865689
3,MWI_3_20,Phalombe,female,35-39,December 2022,anc_prevalence,0.160203132230641
3,MWI_3_20,Phalombe,female,40-44,December 2022,anc_prevalence,0.188787834805872
3,MWI_3_20,Phalombe,female,45-49,December 2022,anc_prevalence,0.204106732173888
3,MWI_3_21,Balaka,both,all ages,December 2022,prevalence,0.0596718483655575
3,MWI_3_21,Balaka,both,0-4,December 2022,prevalence,0.00421304797576695
3,MWI_3_21,Balaka,both,5-9,December 2022,prevalence,0.00871849447983454
3,MWI_3_21,Balaka,both,10-14,December 2022,prevalence,0.0150364618077005
3,MWI_3_21,Balaka,both,15-19,December 2022,prevalence,0.0195724643381083
3,MWI_3_21,Balaka,both,20-24,December 2022,prevalence,0.0313091989541196
3,MWI_3_21,Balaka,both,25-29,December 2022,prevalence,0.06091598333649
3,MWI_3_21,Balaka,both,30-34,December 2022,prevalence,0.112762289964007
3,MWI_3_21,Balaka,both,35-39,December 2022,prevalence,0.17384548148223
3,MWI_3_21,Balaka,both,40-44,December 2022,prevalence,0.21938754696482
3,MWI_3_21,Balaka,both,45-49,December 2022,prevalence,0.251746847047101
3,MWI_3_21,Balaka,both,50-54,December 2022,prevalence,0.241806976390818
3,MWI_3_21,Balaka,both,55-59,December 2022,prevalence,0.195919897304796
3,MWI_3_21,Balaka,both,60-64,December 2022,prevalence,0.154267092279836
3,MWI_3_21,Balaka,both,65-69,December 2022,prevalence,0.15029746063653
3,MWI_3_21,Balaka,female,all ages,December 2022,prevalence,0.0751161848263032
3,MWI_3_21,Balaka,female,0-4,December 2022,prevalence,0.00420979947725241
3,MWI_3_21,Balaka,female,5-9,December 2022,prevalence,0.00871587609959616
3,MWI_3_21,Balaka,female,10-14,December 2022,prevalence,0.0150379387300282
3,MWI_3_21,Balaka,female,15-19,December 2022,prevalence,0.0226570203360075
3,MWI_3_21,Balaka,female,20-24,December 2022,prevalence,0.0430390160003276
3,MWI_3_21,Balaka,female,25-29,December 2022,prevalence,0.0852057786556827
3,MWI_3_21,Balaka,female,30-34,December 2022,prevalence,0.152782161048908
3,MWI_3_21,Balaka,female,35-39,December 2022,prevalence,0.223294155872448
3,MWI_3_21,Balaka,female,40-44,December 2022,prevalence,0.267987329026505
3,MWI_3_21,Balaka,female,45-49,December 2022,prevalence,0.289357313314539
3,MWI_3_21,Balaka,female,50-54,December 2022,prevalence,0.251597399486363
3,MWI_3_21,Balaka,female,55-59,December 2022,prevalence,0.18580198194641
3,MWI_3_21,Balaka,female,60-64,December 2022,prevalence,0.145144219101047
3,MWI_3_21,Balaka,female,65-69,December 2022,prevalence,0.151024116310305
3,MWI_3_21,Balaka,male,all ages,December 2022,prevalence,0.0429292580855513
3,MWI_3_21,Balaka,male,0-4,December 2022,prevalence,0.00421624373104093
3,MWI_3_21,Balaka,male,5-9,December 2022,prevalence,0.00872102205587774
3,MWI_3_21,Balaka,male,10-14,December 2022,prevalence,0.0150350192403647
3,MWI_3_21,Balaka,male,15-19,December 2022,prevalence,0.0164427560371517
3,MWI_3_21,Balaka,male,20-24,December 2022,prevalence,0.0185147801044367
3,MWI_3_21,Balaka,male,25-29,December 2022,prevalence,0.0321498286273612
3,MWI_3_21,Balaka,male,30-34,December 2022,prevalence,0.0629241269260122
3,MWI_3_21,Balaka,male,35-39,December 2022,prevalence,0.105898525479988
3,MWI_3_21,Balaka,male,40-44,December 2022,prevalence,0.158158093442204
3,MWI_3_21,Balaka,male,45-49,December 2022,prevalence,0.21126821353748
3,MWI_3_21,Balaka,male,50-54,December 2022,prevalence,0.230351031002363
3,MWI_3_21,Balaka,male,55-59,December 2022,prevalence,0.210914689179951
3,MWI_3_21,Balaka,male,60-64,December 2022,prevalence,0.167313787443134
3,MWI_3_21,Balaka,male,65-69,December 2022,prevalence,0.14928683755321
3,MWI_3_21,Balaka,female,15-19,December 2022,anc_prevalence,0.0229787547456946
3,MWI_3_21,Balaka,female,20-24,December 2022,anc_prevalence,0.0400144431786694
3,MWI_3_21,Balaka,female,25-29,December 2022,anc_prevalence,0.0722126004532711
3,MWI_3_21,Balaka,female,30-34,December 2022,anc_prevalence,0.11386819164809
3,MWI_3_21,Balaka,female,35-39,December 2022,anc_prevalence,0.135009574080245
3,MWI_3_21,Balaka,female,40-44,December 2022,anc_prevalence,0.164285528408601
3,MWI_3_21,Balaka,female,45-49,December 2022,anc_prevalence,0.180036151261409
3,MWI_3_22,Chiradzulu,both,all ages,December 2022,prevalence,0.101308320252177
3,MWI_3_22,Chiradzulu,both,0-4,December 2022,prevalence,0.00638611889179439
3,MWI_3_22,Chiradzulu,both,5-9,December 2022,prevalence,0.0119351331152706
3,MWI_3_22,Chiradzulu,both,10-14,December 2022,prevalence,0.0204486228667369
3,MWI_3_22,Chiradzulu,both,15-19,December 2022,prevalence,0.0308348594534377
3,MWI_3_22,Chiradzulu,both,20-24,December 2022,prevalence,0.0515740986896899
3,MWI_3_22,Chiradzulu,both,25-29,December 2022,prevalence,0.0981905249444134
3,MWI_3_22,Chiradzulu,both,30-34,December 2022,prevalence,0.178093110725924
3,MWI_3_22,Chiradzulu,both,35-39,December 2022,prevalence,0.264683276030431
3,MWI_3_22,Chiradzulu,both,40-44,December 2022,prevalence,0.332305180437707
3,MWI_3_22,Chiradzulu,both,45-49,December 2022,prevalence,0.378894813104783
3,MWI_3_22,Chiradzulu,both,50-54,December 2022,prevalence,0.364161660921168
3,MWI_3_22,Chiradzulu,both,55-59,December 2022,prevalence,0.300673381805301
3,MWI_3_22,Chiradzulu,both,60-64,December 2022,prevalence,0.246487664180199
3,MWI_3_22,Chiradzulu,both,65-69,December 2022,prevalence,0.236661267203567
3,MWI_3_22,Chiradzulu,female,all ages,December 2022,prevalence,0.123040160202979
3,MWI_3_22,Chiradzulu,female,0-4,December 2022,prevalence,0.00641101172447924
3,MWI_3_22,Chiradzulu,female,5-9,December 2022,prevalence,0.0119453096262062
3,MWI_3_22,Chiradzulu,female,10-14,December 2022,prevalence,0.0204801326632257
3,MWI_3_22,Chiradzulu,female,15-19,December 2022,prevalence,0.0351730853467591
3,MWI_3_22,Chiradzulu,female,20-24,December 2022,prevalence,0.0695534269103085
3,MWI_3_22,Chiradzulu,female,25-29,December 2022,prevalence,0.134404669889758
3,MWI_3_22,Chiradzulu,female,30-34,December 2022,prevalence,0.229741548027055
3,MWI_3_22,Chiradzulu,female,35-39,December 2022,prevalence,0.323050932861121
3,MWI_3_22,Chiradzulu,female,40-44,December 2022,prevalence,0.380762783108635
3,MWI_3_22,Chiradzulu,female,45-49,December 2022,prevalence,0.407032778215856
3,MWI_3_22,Chiradzulu,female,50-54,December 2022,prevalence,0.360290063184271
3,MWI_3_22,Chiradzulu,female,55-59,December 2022,prevalence,0.276836928803287
3,MWI_3_22,Chiradzulu,female,60-64,December 2022,prevalence,0.22233113459411
3,MWI_3_22,Chiradzulu,female,65-69,December 2022,prevalence,0.227641940058671
3,MWI_3_22,Chiradzulu,male,all ages,December 2022,prevalence,0.0778873296543169
3,MWI_3_22,Chiradzulu,male,0-4,December 2022,prevalence,0.00636204771170858
3,MWI_3_22,Chiradzulu,male,5-9,December 2022,prevalence,0.0119253982680719
3,MWI_3_22,Chiradzulu,male,10-14,December 2022,prevalence,0.0204179242990714
3,MWI_3_22,Chiradzulu,male,15-19,December 2022,prevalence,0.0265953940235063
3,MWI_3_22,Chiradzulu,male,20-24,December 2022,prevalence,0.0340133426812061
3,MWI_3_22,Chiradzulu,male,25-29,December 2022,prevalence,0.0595306586973328
3,MWI_3_22,Chiradzulu,male,30-34,December 2022,prevalence,0.115374943297613
3,MWI_3_22,Chiradzulu,male,35-39,December 2022,prevalence,0.185435175334781
3,MWI_3_22,Chiradzulu,male,40-44,December 2022,prevalence,0.269340390065905
3,MWI_3_22,Chiradzulu,male,45-49,December 2022,prevalence,0.346358896946371
3,MWI_3_22,Chiradzulu,male,50-54,December 2022,prevalence,0.369094061302892
3,MWI_3_22,Chiradzulu,male,55-59,December 2022,prevalence,0.337766733673425
3,MWI_3_22,Chiradzulu,male,60-64,December 2022,prevalence,0.284300830658438
3,MWI_3_22,Chiradzulu,male,65-69,December 2022,prevalence,0.250317978050544
3,MWI_3_22,Chiradzulu,female,15-19,December 2022,anc_prevalence,0.0304449959139921
3,MWI_3_22,Chiradzulu,female,20-24,December 2022,anc_prevalence,0.0555518378208235
3,MWI_3_22,Chiradzulu,female,25-29,December 2022,anc_prevalence,0.09925830852483
3,MWI_3_22,Chiradzulu,female,30-34,December 2022,anc_prevalence,0.152881806390762
3,MWI_3_22,Chiradzulu,female,35-39,December 2022,anc_prevalence,0.180319242915911
3,MWI_3_22,Chiradzulu,female,40-44,December 2022,anc_prevalence,0.218961843215888
3,MWI_3_22,Chiradzulu,female,45-49,December 2022,anc_prevalence,0.23915968260135
3,MWI_3_23,Blantyre,both,all ages,December 2022,prevalence,0.0896380512600118
3,MWI_3_23,Blantyre,both,0-4,December 2022,prevalence,0.00572649852294998
3,MWI_3_23,Blantyre,both,5-9,December 2022,prevalence,0.0106382939606931
3,MWI_3_23,Blantyre,both,10-14,December 2022,prevalence,0.0178033765636047
3,MWI_3_23,Blantyre,both,15-19,December 2022,prevalence,0.0253349769280027
3,MWI_3_23,Blantyre,both,20-24,December 2022,prevalence,0.0413000020138546
3,MWI_3_23,Blantyre,both,25-29,December 2022,prevalence,0.0822948827776066
3,MWI_3_23,Blantyre,both,30-34,December 2022,prevalence,0.152698741028338
3,MWI_3_23,Blantyre,both,35-39,December 2022,prevalence,0.232092862232044
3,MWI_3_23,Blantyre,both,40-44,December 2022,prevalence,0.287427926007389
3,MWI_3_23,Blantyre,both,45-49,December 2022,prevalence,0.348535741985075
3,MWI_3_23,Blantyre,both,50-54,December 2022,prevalence,0.32879685628951
3,MWI_3_23,Blantyre,both,55-59,December 2022,prevalence,0.278079953251515
3,MWI_3_23,Blantyre,both,60-64,December 2022,prevalence,0.214411339673321
3,MWI_3_23,Blantyre,both,65-69,December 2022,prevalence,0.212941525765107
3,MWI_3_23,Blantyre,female,all ages,December 2022,prevalence,0.10443287971635801
3,MWI_3_23,Blantyre,female,0-4,December 2022,prevalence,0.00570469718560892
3,MWI_3_23,Blantyre,female,5-9,December 2022,prevalence,0.0106265746524981
3,MWI_3_23,Blantyre,female,10-14,December 2022,prevalence,0.0177674984428444
3,MWI_3_23,Blantyre,female,15-19,December 2022,prevalence,0.0285501030206215
3,MWI_3_23,Blantyre,female,20-24,December 2022,prevalence,0.0554916418936881
3,MWI_3_23,Blantyre,female,25-29,December 2022,prevalence,0.113412692212799
3,MWI_3_23,Blantyre,female,30-34,December 2022,prevalence,0.200144529643825
3,MWI_3_23,Blantyre,female,35-39,December 2022,prevalence,0.29104440280032
3,MWI_3_23,Blantyre,female,40-44,December 2022,prevalence,0.338756291291915
3,MWI_3_23,Blantyre,female,45-49,December 2022,prevalence,0.381900675803681
3,MWI_3_23,Blantyre,female,50-54,December 2022,prevalence,0.315525032010702
3,MWI_3_23,Blantyre,female,55-59,December 2022,prevalence,0.245185625958948
3,MWI_3_23,Blantyre,female,60-64,December 2022,prevalence,0.184887669073586
